@relation tmp
@attribute min0 numeric
@attribute min1 numeric
@attribute min2 numeric
@attribute min3 numeric
@attribute min4 numeric
@attribute min5 numeric
@attribute min6 numeric
@attribute min7 numeric
@attribute min8 numeric
@attribute min9 numeric
@attribute min10 numeric
@attribute min11 numeric
@attribute min12 numeric
@attribute max0 numeric
@attribute max1 numeric
@attribute max2 numeric
@attribute max3 numeric
@attribute max4 numeric
@attribute max5 numeric
@attribute max6 numeric
@attribute max7 numeric
@attribute max8 numeric
@attribute max9 numeric
@attribute max10 numeric
@attribute max11 numeric
@attribute max12 numeric
@attribute mean0 numeric
@attribute mean1 numeric
@attribute mean2 numeric
@attribute mean3 numeric
@attribute mean4 numeric
@attribute mean5 numeric
@attribute mean6 numeric
@attribute mean7 numeric
@attribute mean8 numeric
@attribute mean9 numeric
@attribute mean10 numeric
@attribute mean11 numeric
@attribute mean12 numeric
@attribute var0 numeric
@attribute var1 numeric
@attribute var2 numeric
@attribute var3 numeric
@attribute var4 numeric
@attribute var5 numeric
@attribute var6 numeric
@attribute var7 numeric
@attribute var8 numeric
@attribute var9 numeric
@attribute var10 numeric
@attribute var11 numeric
@attribute var12 numeric
@attribute max_f_auto0 numeric
@attribute max_f_auto1 numeric
@attribute max_f_auto2 numeric
@attribute max_f_auto3 numeric
@attribute max_f_auto4 numeric
@attribute max_f_auto5 numeric
@attribute max_f_auto6 numeric
@attribute max_f_auto7 numeric
@attribute max_f_auto8 numeric
@attribute max_f_auto9 numeric
@attribute max_f_auto10 numeric
@attribute max_f_auto11 numeric
@attribute max_f_auto12 numeric
@attribute max_f0 numeric
@attribute max_f1 numeric
@attribute max_f2 numeric
@attribute max_f3 numeric
@attribute max_f4 numeric
@attribute max_f5 numeric
@attribute max_f6 numeric
@attribute max_f7 numeric
@attribute max_f8 numeric
@attribute max_f9 numeric
@attribute max_f10 numeric
@attribute max_f11 numeric
@attribute max_f12 numeric
@attribute argmax_f0 numeric
@attribute argmax_f1 numeric
@attribute argmax_f2 numeric
@attribute argmax_f3 numeric
@attribute argmax_f4 numeric
@attribute argmax_f5 numeric
@attribute argmax_f6 numeric
@attribute argmax_f7 numeric
@attribute argmax_f8 numeric
@attribute argmax_f9 numeric
@attribute argmax_f10 numeric
@attribute argmax_f11 numeric
@attribute argmax_f12 numeric
@attribute sfm0 numeric
@attribute sfm1 numeric
@attribute sfm2 numeric
@attribute sfm3 numeric
@attribute sfm4 numeric
@attribute sfm5 numeric
@attribute sfm6 numeric
@attribute sfm7 numeric
@attribute sfm8 numeric
@attribute sfm9 numeric
@attribute sfm10 numeric
@attribute sfm11 numeric
@attribute sfm12 numeric
@attribute dec {alternative,funksoulrnb,rock,blues,jazz,electronic,pop,folkcountry,raphiphop}
@data
-1138.41992188,-27.1523532867,-21.7989635468,-21.007900238,-39.4017410278,-43.6417274475,-57.0062294006,-35.8551902771,-37.1359100342,-37.2129058838,-40.4546470642,-37.3528404236,-44.4278068542,-472.941741943,153.333877563,98.6706695557,90.1475982666,62.0037498474,69.1611785889,35.0360412598,55.9071006775,34.2945289612,38.5572967529,23.9103565216,28.8990325928,19.8109893799,-561.132263184,85.8086013794,49.6245727539,34.4038238525,18.2341766357,7.80002069473,-13.1956119537,2.1720867157,-5.20123672485,-2.97768735886,-9.6300907135,-5.15200185776,-10.1895170212,2892.87841797,1395.0871582,504.223937988,363.869598389,232.299072266,312.69631958,237.339202881,228.419647217,160.272064209,147.275680542,139.784423828,137.672821045,114.562637329,0.296968758106,0.282674342394,0.203569769859,0.207865953445,0.251142174006,0.270034700632,0.305892705917,0.244910627604,0.251480162144,0.3520385921,0.33887347579,0.337198525667,0.176910310984,53,22,14,1,1,2,1,1,1,1,1,0,0,[36, 93, 99, 19, 4, 13, 9, 4, 7, 0, 18, 18, 8],0.547412991524,0.555665016174,0.639131307602,0.633659541607,0.652728319168,0.635682582855,0.673279047012,0.668747603893,0.703263819218,0.731343090534,0.708233773708,0.712279140949,0.731651127338,electronic
-1138.41992188,4.57651913166e-05,-61.9939689636,-8.69589805603,-27.43009758,-27.6579456329,-32.9707946777,-25.7059230804,-37.1011924744,-18.0341682434,-25.2669334412,-28.4458999634,-26.7938308716,-431.454559326,166.798934937,54.4446907043,121.390647888,72.4541854858,63.9913787842,47.511390686,39.1771850586,30.1953144073,44.2424964905,31.5641994476,40.2811851501,26.9754524231,-543.950439453,108.279853821,2.78668189049,36.6080322266,24.1406803131,10.1758928299,5.69325351715,8.89354991913,3.96748542786,11.3440132141,5.89868497849,7.45593452454,-0.65452170372,3245.75219727,507.465881348,379.98324585,255.795791626,242.110061646,180.652877808,143.121368408,92.1326522827,97.1164550781,97.7099761963,65.1497497559,87.2732849121,74.218963623,0.240081101656,0.316895276308,0.620230138302,0.47857400775,0.228486955166,0.467502385378,0.411857187748,0.374034881592,0.608075082302,0.39098149538,0.483612656593,0.4596747756,0.475399971008,9,0,4,0,4,7,2,5,1,4,4,4,10,[151, 48, 152, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0],0.560482442379,0.642402291298,0.637813389301,0.662724852562,0.664449214935,0.704755783081,0.701220393181,0.759593009949,0.75076264143,0.767628669739,0.78863209486,0.766408979893,0.765887141228,electronic
-1138.41992188,4.57651913166e-05,-119.33782959,-41.2361297607,-58.2128143311,-88.1274414062,-38.5244979858,-44.5188217163,-31.9210891724,-31.4817829132,-36.611869812,-30.5576972961,-28.5021514893,-380.400360107,273.259979248,100.365440369,91.0810699463,47.5639419556,37.4406890869,43.6940612793,33.7481307983,51.9620780945,38.4912452698,34.3335647583,28.9091567993,39.1020927429,-555.94543457,153.278961182,20.4021892548,19.3717803955,2.12851858139,-7.65000152588,9.22306442261,-1.9015597105,16.0064754486,2.14128732681,-1.39362215996,-2.92491674423,0.746393561363,6281.69189453,1799.67858887,1058.22424316,542.978515625,335.710662842,385.03302002,329.622070312,201.13609314,309.106201172,131.113464355,116.39969635,85.7652893066,204.86340332,0.519089400768,0.552662432194,0.3231292665,0.302620559931,0.32186204195,0.457696527243,0.569677591324,0.228084892035,0.537301659584,0.369881927967,0.344071537256,0.240399479866,0.605117917061,0,0,0,4,1,2,0,13,0,0,4,0,0,[8, 6, 4, 143, 4, 8, 0, 0, 0, 2, 6, 0, 0],0.501220524311,0.552484989166,0.55376303196,0.579191625118,0.605917751789,0.586686193943,0.612836897373,0.658365547657,0.610412418842,0.705184817314,0.733774662018,0.725915253162,0.657942175865,electronic
-1138.41992188,-67.9764556885,-29.6582641602,-34.0221481323,-36.9842262268,-35.1241569519,-36.2520599365,-31.81508255,-31.7973442078,-27.0535469055,-27.4952735901,-27.4105186462,-30.1835441589,-352.136016846,317.746795654,154.908294678,104.726119995,46.002155304,36.2206230164,26.7723407745,40.113609314,42.0171127319,35.7720108032,30.2834873199,25.6543769836,25.8016967773,-670.512451172,163.866424561,46.7757225037,34.0178489685,9.40676212311,4.09307193756,-1.07190752029,4.67929315567,1.87936091423,3.62681007385,3.47942614555,-1.21672308445,1.05190479755,15453.7197266,8425.43847656,970.569763184,489.168640137,252.534332275,147.558410645,125.981071472,122.773040771,113.823638916,94.8439712524,65.9722824097,70.0989990234,93.0775299072,0.485444575548,0.413408279419,0.243003889918,0.503537118435,0.260391771793,0.278406918049,0.334261715412,0.390950709581,0.454489052296,0.376689404249,0.240616455674,0.416948735714,0.452052265406,59,29,3,0,0,3,0,0,4,1,2,4,0,[19, 17, 9, 19, 101, 0, 17, 0, 2, 2, 0, 0, 0],0.496068775654,0.455550462008,0.597516894341,0.64033716917,0.684695541859,0.741847276688,0.748631060123,0.767852544785,0.762072205544,0.785895645618,0.785560309887,0.78604644537,0.761368155479,electronic
-1138.41992188,4.57651913166e-05,-11.2775812149,-23.0220069885,-13.7563247681,-25.2222290039,-32.7092704773,-40.4229354858,-32.0654830933,-16.2774772644,-23.1371517181,-30.7807693481,-29.4732990265,-563.879760742,244.92124939,101.818626404,72.8503799438,48.9886131287,41.0140419006,39.6634864807,27.9002456665,26.9870796204,38.3119544983,23.2734584808,29.9680938721,26.7333583832,-658.17401123,188.918243408,34.1617660522,36.2801551819,19.2566776276,8.26267719269,4.91491127014,-1.41936635971,-6.07524728775,10.1359987259,-0.106496892869,0.96504253149,0.778379797935,2645.54003906,894.104248047,203.525619507,295.630462646,95.4964752197,114.067443848,114.928924561,118.262863159,82.6611175537,97.544670105,63.217666626,75.5888748169,67.6811294556,0.516847670078,0.654522895813,0.602536857128,0.59888035059,0.296192109585,0.364646852016,0.536494314671,0.499891370535,0.36839440465,0.536303222179,0.289223700762,0.360953390598,0.358221828938,4,8,8,1,1,1,2,2,4,2,4,0,0,[166, 141, 176, 3, 0, 9, 2, 0, 2, 1, 0, 1, 0],0.576137006283,0.57306432724,0.702653586864,0.651361048222,0.746220350266,0.71790343523,0.72950387001,0.739968001842,0.755441308022,0.731644570827,0.790639281273,0.791952490807,0.741674602032,electronic
-1138.41992188,4.57651913166e-05,-80.6420593262,-2.170119524,-41.2250480652,-28.0281429291,-31.2343940735,-32.9819221497,-50.1569137573,-32.2011756897,-27.8261985779,-29.4321918488,-41.9998321533,-439.618408203,221.51864624,49.7193031311,89.3412399292,51.6730079651,60.723903656,30.8007602692,38.7086448669,21.9518966675,35.4142799377,30.358833313,31.9355964661,18.2523040771,-583.450683594,149.849105835,-19.22082901,48.4277305603,11.1192045212,25.7257614136,-0.820335626602,1.46867275238,-13.1366510391,3.99228858948,2.86382699013,5.57047080994,-5.14516687393,3204.2824707,1027.05932617,526.198852539,257.783233643,367.048156738,213.751800537,110.063819885,159.247070312,111.243858337,96.658164978,86.8520431519,114.564918518,86.5441513062,0.47313913703,0.611059129238,0.441032141447,0.392436295748,0.603376865387,0.349019944668,0.17007368803,0.348456442356,0.244869410992,0.299133211374,0.171841993928,0.329286754131,0.344733864069,57,58,0,0,0,0,32,3,15,0,1,0,0,[110, 109, 49, 35, 33, 194, 119, 23, 49, 33, 150, 29, 0],0.555440366268,0.545516729355,0.623367071152,0.663393735886,0.69729745388,0.688949406147,0.706989347935,0.690794169903,0.735906004906,0.741722404957,0.755376935005,0.724096417427,0.750903666019,electronic
-1138.41992188,4.57651913166e-05,-31.4324913025,-13.6176462173,-26.1326026917,-49.4269104004,-29.7971153259,-29.8399105072,-47.4092216492,-38.5665817261,-25.6541481018,-28.8896312714,-32.6506919861,-589.563049316,310.330841064,47.3403167725,59.6487503052,60.8557472229,14.5882415771,30.8234348297,37.2943916321,16.4042415619,15.2707548141,33.167224884,26.4486885071,15.8226900101,-741.112304688,266.530059814,2.55261492729,23.4870204926,10.3098535538,-16.4469718933,1.84660458565,4.99381065369,-18.9363517761,-11.0813808441,1.30405151844,-6.45474290848,-8.41578769684,1103.37768555,730.717956543,192.536148071,207.14541626,297.02947998,110.854957581,102.373291016,119.510681152,135.04510498,75.3067474365,101.137527466,75.8432998657,60.3033676147,0.30155596137,0.499222964048,0.732692837715,0.742708265781,0.796738386154,0.472399950027,0.449279040098,0.606541216373,0.689422249794,0.465924590826,0.549453616142,0.447315394878,0.437460392714,0,0,1,0,0,1,1,8,0,8,0,12,8,[14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],0.678266108036,0.565834462643,0.70954656601,0.711763262749,0.679101169109,0.754037261009,0.744699895382,0.734796881676,0.738828897476,0.764049828053,0.732442140579,0.738337218761,0.776310384274,electronic
-1138.41992188,4.57651913166e-05,-44.8763580322,-53.2918167114,-33.4374237061,-31.2007637024,-28.6840610504,-43.2855033875,-27.3874855042,-48.2905426025,-38.8698234558,-23.4616699219,-27.2691822052,-610.081665039,220.594787598,58.5242614746,61.3974647522,41.4382896423,54.4297332764,41.7229042053,50.4477539062,49.50573349,38.4613265991,47.509098053,51.1050605774,28.7706623077,-724.65222168,145.674102783,-0.542832553387,20.846118927,9.47643852234,16.2565250397,8.64363288879,6.76065397263,5.32170248032,5.16659069061,9.91216564178,11.0043516159,0.633682012558,2050.93310547,622.893859863,307.09161377,281.330810547,146.68989563,133.496917725,97.5296630859,120.034240723,111.924880981,152.803497314,133.065322876,126.259773254,93.5168457031,0.577032864094,0.399407207966,0.610530436039,0.596372544765,0.394969910383,0.314937978983,0.282375305891,0.271121501923,0.249915480614,0.360972315073,0.347706317902,0.457251012325,0.353140354156,0,0,1,0,0,0,1,2,17,0,0,0,1,[4, 4, 0, 4, 29, 13, 2, 24, 19, 22, 25, 27, 29],0.603233039379,0.653066277504,0.706456720829,0.72208070755,0.754031836987,0.756953239441,0.784911811352,0.739926278591,0.743062615395,0.721063315868,0.72052526474,0.744621038437,0.762357532978,electronic
-1138.41992188,4.57651913166e-05,-32.9417915344,-31.378446579,-27.7620124817,-69.8534164429,-47.2240104675,-46.2740898132,-47.0165634155,-33.3198051453,-37.0486335754,-41.9804954529,-32.4296150208,-455.473693848,312.372436523,154.46937561,89.5253448486,88.0046310425,44.174785614,52.9995727539,38.4830322266,28.5475597382,49.0109100342,42.0152206421,33.2769012451,30.2421989441,-704.941345215,222.083633423,49.0124473572,30.5421218872,26.5325698853,-15.7918710709,-0.28627410531,-6.43387889862,-8.66956329346,3.68697595596,0.161349534988,-3.30884885788,-1.37298572063,11395.1621094,3124.88818359,1752.21252441,627.164916992,578.987060547,511.406066895,321.135406494,142.800521851,171.309799194,217.51789856,139.969543457,110.972373962,112.346496582,0.575745999813,0.365006059408,0.000324577122228,0.804910600185,0.79318857193,0.263308405876,0.173529073596,0.430049329996,0.672490417957,0.679359197617,0.559321641922,0.582506299019,0.544095516205,0,3,3,1,1,3,4,1,0,0,3,3,1,[0, 0, 87, 0, 0, 110, 125, 3, 0, 0, 1, 1, 0],0.489964902401,0.466356158257,0.581240773201,0.63063532114,0.602823793888,0.60476487875,0.650974452496,0.729152560234,0.702046990395,0.681561291218,0.708501636982,0.732522666454,0.733580052853,electronic
-1138.41992188,4.57651913166e-05,-24.266412735,-39.465675354,-43.2416229248,-15.5376300812,-20.8430156708,-31.2708492279,-36.4360351562,-47.5669403076,-48.0784988403,-28.6331348419,-26.4066772461,-439.115814209,146.937759399,117.622268677,79.1970672607,32.4950866699,65.0010070801,65.200302124,45.6160011292,50.7353401184,28.997959137,46.2903289795,43.1482620239,48.0319976807,-625.420837402,81.4983825684,46.2971038818,33.1057662964,-5.57486248016,22.7525272369,20.3243656158,12.8295021057,0.626662731171,-5.60420179367,-3.73691534996,3.85210394859,5.64052391052,4575.53613281,555.024414062,768.171569824,305.544494629,159.34487915,156.604003906,160.997360229,124.081176758,106.815750122,141.408233643,143.680923462,125.935493469,135.00617981,0.517045140266,0.610626578331,0.411962509155,0.389838069677,0.337626874447,0.242730468512,0.424712866545,0.313562244177,0.354917645454,0.433231651783,0.519552707672,0.463907688856,0.331248670816,0,56,1,1,3,0,0,1,4,3,0,0,0,[55, 21, 50, 2, 4, 0, 50, 55, 0, 0, 0, 4, 2],0.508800268173,0.65780621767,0.588444113731,0.665975630283,0.698200106621,0.711440265179,0.702166974545,0.708428561687,0.762308478355,0.694700539112,0.686162352562,0.711272835732,0.690087020397,electronic
